train_id,train_number,train_name,source,destination,current_station,next_station,distance_remaining,speed,current_delay,rain,temperature,hour,day_of_week,historical_delay,congestion_level,previous_train_delay,scheduled_travel_time,section_average_speed,unscheduled_stop,speed_restriction,remaining_travel_time,actual_arrival_time
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,292.51,60.09,11.58,0.058,30.1,21,0,22.71,0.113,6.99,250.72,56.92,0,0,305.82,2026-03-20 02:05
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,209.37,60.96,11.24,0.138,18.2,3,6,8.52,0.274,7.27,179.46,65.31,0,0,239.46,2026-02-13 06:59
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,50.16,117.78,33.17,0.148,23.3,21,0,23.43,0.624,1.39,43.0,127.21,0,0,44.66,2026-03-16 21:44
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,73.03,66.17,12.16,0.124,31.0,5,6,29.42,0.099,13.12,62.6,49.15,0,0,77.42,2026-06-20 06:17
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,241.87,47.08,11.55,0.093,27.6,3,6,8.17,0.334,9.27,207.32,46.08,0,0,356.53,2026-04-02 08:56
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,449.57,80.7,34.48,0.286,39.4,21,1,56.39,0.053,3.12,385.35,78.03,0,0,374.12,2026-08-01 03:14
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,85.78,64.82,25.41,0.561,34.9,17,6,7.82,0.046,9.75,73.53,55.02,0,0,102.09,2026-02-19 18:42
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,201.0,63.02,19.35,0.248,35.6,2,0,14.82,0.477,2.86,172.28,55.9,0,0,237.38,2026-08-14 05:57
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,280.6,94.56,41.47,0.244,24.7,6,3,10.33,0.593,8.37,240.51,94.59,1,0,252.9,2026-01-24 10:12
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,136.47,79.57,18.32,0.268,24.7,23,3,15.85,0.042,4.37,116.97,80.8,0,0,122.51,2026-03-22 01:02
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,346.23,115.18,35.6,0.299,35.4,16,4,13.8,0.148,7.89,296.76,124.9,0,1,272.11,2026-01-02 20:32
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,317.73,71.63,31.57,0.249,27.7,3,2,7.15,0.13,12.29,272.34,67.42,1,1,397.41,2026-08-10 09:37
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,287.7,70.84,25.12,0.23,29.7,16,5,5.98,0.643,6.17,246.6,68.73,0,1,412.79,2026-07-13 22:52
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,288.97,89.89,19.55,0.048,34.8,3,4,23.07,0.242,14.22,247.69,81.99,0,1,270.34,2026-07-31 07:30
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,309.19,53.42,17.01,0.128,35.4,13,2,11.31,0.281,4.62,265.02,62.25,0,0,388.52,2026-05-23 19:28
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,258.91,62.94,40.43,0.463,43.6,0,1,34.17,0.213,0.81,221.92,55.62,1,0,316.0,2026-04-27 05:16
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,172.35,51.34,30.48,0.393,22.0,1,5,16.18,0.34,9.42,147.73,52.83,0,0,250.32,2026-03-16 05:10
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,350.71,82.52,20.01,0.165,24.6,5,2,10.35,0.242,16.61,300.61,67.19,0,1,370.62,2026-02-07 11:10
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,143.18,113.36,16.66,0.234,20.8,11,2,16.41,0.262,11.24,122.73,112.87,0,0,93.19,2026-06-05 12:33
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,552.07,96.47,26.66,0.118,35.6,21,1,11.73,0.458,17.24,473.21,97.8,0,0,412.61,2026-08-23 03:52
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,294.32,60.18,13.88,0.136,31.4,12,4,2.6,0.227,13.21,252.28,58.32,0,0,325.66,2026-02-25 17:25
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,130.56,84.25,22.27,0.147,27.6,12,4,15.69,0.429,10.64,111.91,86.67,0,0,116.92,2026-05-24 13:56
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,90.18,74.82,9.75,0.121,23.3,19,2,18.24,0.196,4.23,77.3,61.0,0,0,78.22,2026-01-02 20:18
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,296.54,69.27,15.32,0.023,25.4,13,2,19.11,0.405,1.0,254.18,70.31,0,0,290.08,2026-06-29 17:50
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,233.49,78.01,21.99,0.057,31.7,18,3,23.31,0.463,20.6,200.14,82.21,0,0,216.46,2026-08-19 21:36
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,523.56,76.02,33.14,0.146,16.9,12,0,45.1,0.19,21.39,448.76,74.2,0,0,460.97,2026-02-09 19:40
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,100.86,85.81,40.12,0.334,31.9,5,6,20.69,0.784,5.65,86.45,92.93,0,0,118.86,2026-04-30 06:58
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,369.1,80.84,27.04,0.083,35.0,20,1,11.08,0.416,5.54,316.37,82.13,0,0,322.82,2026-01-19 01:22
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,288.87,86.24,16.08,0.172,27.6,7,0,21.33,0.056,7.26,247.6,98.78,0,0,212.05,2026-05-01 10:32
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,207.36,70.89,23.42,0.239,29.2,14,2,11.8,0.409,5.41,177.74,64.8,0,0,212.35,2026-05-15 17:32
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,361.43,95.39,22.59,0.075,26.8,1,1,39.23,0.195,1.77,309.8,101.67,0,0,252.88,2026-03-01 05:12
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,66.05,79.09,29.07,0.163,20.8,1,5,6.66,0.287,6.68,56.62,76.08,0,0,68.26,2026-03-13 02:08
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,72.59,96.3,24.18,0.391,22.6,10,4,9.1,0.396,7.9,62.22,90.69,0,0,64.72,2026-01-12 11:04
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Borivali,Vapi,155.49,98.15,26.83,0.287,23.4,16,1,11.64,0.25,5.43,133.27,85.7,0,0,119.32,2026-06-03 17:59
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,190.0,106.31,24.3,0.163,30.4,22,5,44.51,0.202,7.03,162.86,108.83,0,0,121.73,2026-05-04 00:01
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,116.23,78.01,15.47,0.061,23.2,18,5,7.8,0.284,7.92,99.63,68.31,0,0,115.42,2026-05-04 19:55
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,313.28,32.35,14.13,0.236,21.8,16,4,6.78,0.131,5.6,268.53,30.12,0,0,633.36,2026-06-18 02:33
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,229.39,56.06,16.22,0.129,27.3,6,6,15.83,0.334,8.99,196.62,78.83,0,0,282.05,2026-05-16 10:42
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,168.56,60.19,22.57,0.292,34.3,12,0,31.76,0.26,3.65,144.48,56.22,0,0,194.68,2026-04-16 15:14
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,71.95,91.71,11.3,0.233,24.9,16,0,18.16,0.316,16.71,61.67,91.14,0,0,60.27,2026-04-23 17:00
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,128.29,115.15,7.0,0.065,33.1,8,6,11.64,0.102,2.15,109.96,109.16,0,0,73.99,2026-04-22 09:13
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,35.23,78.5,22.11,0.072,27.6,22,3,36.81,0.226,15.23,30.19,75.87,0,0,43.34,2026-05-12 22:43
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,248.16,53.72,39.33,0.163,27.4,15,4,43.03,0.139,43.99,212.7,47.78,1,0,324.85,2026-01-09 20:24
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,67.39,75.23,7.9,0.043,30.2,21,2,13.52,0.323,4.28,57.76,72.0,0,0,64.1,2026-03-17 22:04
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,255.84,105.95,16.43,0.072,19.5,22,1,0.83,0.397,11.9,219.29,100.85,0,0,173.61,2026-02-27 00:53
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,87.35,39.4,16.48,0.013,18.8,7,0,10.97,0.725,3.57,74.87,36.87,0,0,173.76,2026-04-29 09:53
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,338.66,43.72,21.05,0.193,36.4,6,4,14.05,0.132,7.77,290.28,49.35,0,0,505.73,2026-08-06 14:25
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,62.41,74.12,15.87,0.228,23.6,19,3,31.95,0.165,10.91,53.49,66.16,0,0,60.11,2026-04-18 20:00
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,84.81,80.16,17.84,0.106,26.2,14,3,3.61,0.482,3.69,72.69,72.9,0,0,78.29,2026-06-05 15:18
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,149.84,60.07,40.43,0.187,38.0,12,3,10.31,0.496,2.85,128.43,65.56,0,1,251.89,2026-08-06 16:11
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,442.85,67.94,26.34,0.044,32.4,12,4,15.47,0.234,4.41,379.58,69.23,0,0,431.36,2026-08-01 19:11
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,200.63,71.67,25.29,0.159,34.2,10,2,17.89,0.361,11.4,171.97,78.6,0,0,204.59,2026-03-03 13:24
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,249.36,60.65,23.78,0.369,26.9,0,2,33.95,0.148,4.32,213.74,67.54,0,0,282.21,2026-05-09 04:42
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,217.74,37.24,27.43,0.068,31.9,17,4,18.37,0.091,11.34,186.63,34.43,0,1,461.47,2026-07-21 00:41
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,435.57,87.29,32.6,0.07,22.9,14,0,22.42,0.296,9.58,373.35,84.86,1,0,351.36,2026-06-12 19:51
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,143.16,73.43,4.18,0.067,26.5,14,4,9.78,0.072,0.56,122.71,59.56,0,0,128.25,2026-06-07 16:08
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,137.01,62.69,5.09,0.033,26.4,19,3,4.7,0.229,6.41,117.44,63.28,0,0,138.09,2026-03-09 21:18
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,270.54,28.8,49.72,0.475,25.4,5,6,49.44,0.149,13.79,231.89,22.06,1,0,662.43,2026-02-21 16:02
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,258.63,31.24,14.04,0.118,28.2,14,0,19.91,0.228,6.25,221.68,44.99,0,0,550.37,2026-05-05 23:10
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,850.42,59.83,11.97,0.245,37.9,13,0,20.53,0.181,8.57,728.93,53.05,0,0,931.93,2026-07-22 04:31
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,216.92,86.02,31.13,0.307,15.8,18,4,35.82,0.193,9.07,185.93,92.96,0,1,228.05,2026-06-28 21:48
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,261.76,70.95,16.39,0.176,25.4,10,2,33.81,0.083,13.55,224.37,65.24,0,0,240.01,2026-02-24 14:00
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,173.04,55.95,28.55,0.101,35.7,12,6,8.09,0.408,7.0,148.32,36.93,0,1,286.13,2026-05-23 16:46
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,265.37,74.37,33.33,0.588,28.8,18,0,9.27,0.308,10.53,227.46,64.83,0,0,277.23,2026-02-26 22:37
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,135.66,64.64,20.05,0.196,21.7,7,3,18.0,0.531,5.78,116.28,56.42,0,0,163.72,2026-08-22 09:43
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,172.45,82.75,21.89,0.327,33.2,9,6,8.12,0.38,25.9,147.82,81.7,0,0,151.75,2026-04-29 11:31
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,257.9,59.78,11.22,0.023,20.5,20,0,4.57,0.406,7.44,221.05,59.39,0,0,292.04,2026-04-30 00:52
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,210.68,63.27,21.41,0.202,21.9,4,5,16.82,0.516,20.01,180.58,57.7,0,0,251.29,2026-01-21 08:11
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,95.79,42.13,12.57,0.148,33.7,18,4,5.66,0.213,0.26,82.11,33.51,0,0,153.92,2026-04-29 20:33
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vapi,Surat,220.77,69.57,12.76,0.123,30.7,16,6,27.99,0.071,15.53,189.24,88.98,0,0,205.13,2026-07-01 19:25
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,495.53,60.08,12.92,0.228,29.6,19,1,7.75,0.4,2.16,424.74,52.85,0,0,574.06,2026-08-02 04:34
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,96.95,27.65,22.26,0.056,33.2,9,0,5.93,0.483,5.43,83.1,28.38,0,0,256.0,2026-06-12 13:16
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,188.45,51.76,17.87,0.046,38.0,15,0,16.56,0.304,1.09,161.53,54.17,0,1,316.35,2026-06-15 20:16
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,252.8,53.73,20.35,0.384,40.5,5,1,17.4,0.335,13.48,216.68,58.88,0,0,340.25,2026-01-20 10:40
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,282.75,20.0,21.3,0.033,30.5,6,0,22.84,0.251,13.58,242.36,23.74,0,0,926.54,2026-04-24 21:26
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,171.42,109.01,20.83,0.084,33.2,8,0,12.78,0.235,6.28,146.93,99.89,0,1,140.29,2026-05-02 10:20
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,174.92,62.88,24.65,0.257,33.9,14,0,17.76,0.633,13.44,149.93,50.36,0,0,215.41,2026-02-24 17:35
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,108.97,52.03,13.7,0.301,27.6,12,1,15.17,0.114,2.49,93.4,53.2,0,0,139.02,2026-04-16 14:19
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,156.09,39.3,22.99,0.236,22.5,0,4,12.3,0.273,11.28,133.79,42.36,0,0,273.6,2026-06-29 04:33
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Kalyan,Karjat,462.44,61.29,31.09,0.04,30.1,11,1,7.04,0.23,9.61,396.37,61.35,1,0,509.01,2026-05-05 19:29
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,252.29,87.66,22.11,0.162,23.9,17,4,24.47,0.421,9.03,216.25,87.25,0,0,210.42,2026-06-27 20:30
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,185.09,82.15,7.84,0.126,27.7,10,4,12.21,0.239,6.5,158.65,72.3,0,0,143.67,2026-01-06 12:23
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,250.03,43.55,8.99,0.06,30.1,10,6,30.06,0.508,2.35,214.31,45.15,0,0,401.81,2026-05-24 16:41
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,193.88,56.3,22.54,0.322,17.1,10,6,13.46,0.093,11.47,166.18,55.53,0,0,230.28,2026-05-18 13:50
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,332.24,65.63,13.51,0.059,24.0,19,3,14.04,0.268,6.89,284.78,80.67,0,0,337.78,2026-07-02 00:37
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,170.2,107.33,15.23,0.29,14.4,20,6,6.58,0.231,3.24,145.89,110.56,0,0,109.46,2026-08-24 21:49
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Kalyan,Lonavala,113.36,94.1,18.64,0.066,26.4,5,0,3.2,0.49,4.1,97.16,99.43,0,0,89.16,2026-04-22 06:29
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,132.0,122.38,27.89,0.059,32.0,15,3,4.9,0.261,8.91,113.14,119.59,1,0,102.22,2026-05-28 16:42
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,385.22,42.72,20.43,0.234,13.4,9,3,13.6,0.167,31.44,330.19,38.62,0,0,593.11,2026-07-30 18:53
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,263.61,101.33,34.24,0.246,18.8,1,1,28.61,0.283,9.31,225.95,94.04,0,0,194.19,2026-08-28 04:14
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Vijayawada,Gaya Jn,151.81,38.24,32.19,0.146,37.7,6,2,13.07,0.332,17.17,130.12,47.22,0,0,282.55,2026-03-08 10:42
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,297.63,60.41,20.99,0.277,30.4,8,0,3.41,0.415,3.7,255.11,54.71,0,0,357.13,2026-07-02 13:57
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,518.56,84.23,17.99,0.035,31.0,14,1,10.09,0.377,7.33,444.48,78.66,0,0,420.14,2026-05-25 21:00
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,79.58,57.06,32.0,0.463,24.4,10,4,24.7,0.463,16.75,68.21,36.07,0,0,118.0,2026-05-30 11:57
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,66.65,93.05,27.55,0.451,28.0,15,6,17.61,0.349,14.64,57.13,96.41,0,0,69.01,2026-04-10 16:09
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,223.6,69.0,31.26,0.305,30.5,4,2,24.81,0.204,18.26,191.66,66.78,0,0,231.03,2026-05-18 07:51
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,228.14,59.92,44.79,0.367,17.9,13,0,16.73,0.124,1.41,195.55,68.52,1,0,280.56,2026-08-20 17:40
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,133.78,97.93,21.99,0.1,26.4,2,4,23.35,0.325,11.52,114.67,103.16,0,0,95.98,2026-05-31 03:35
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,210.61,107.6,22.76,0.069,24.2,15,5,18.08,0.31,3.87,180.53,103.72,0,0,133.41,2026-04-13 17:13
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Mumbai Central,Borivali,457.02,75.05,0.19,0.465,31.5,22,2,1.24,0.098,1.12,391.73,69.46,0,0,399.07,2026-03-15 04:39
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Vadodara,Kota Jn,588.93,72.98,22.32,0.683,23.3,10,1,12.72,0.099,9.81,504.8,72.96,0,0,561.66,2026-01-03 19:21
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,New Delhi,Bhopal Jn,284.14,87.54,18.94,0.091,21.4,9,5,2.52,0.468,1.14,243.55,90.58,0,0,231.27,2026-04-16 12:51
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,287.7,57.78,10.97,0.01,30.7,19,2,10.69,0.38,5.17,246.6,74.14,0,0,335.24,2026-07-01 00:35
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,260.89,70.92,13.4,0.135,30.3,1,3,12.36,0.314,24.95,223.62,74.81,0,0,245.69,2026-06-13 05:05
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,285.75,85.94,7.3,0.016,35.8,18,2,20.41,0.356,0.56,244.93,101.74,0,0,224.72,2026-06-15 21:44
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Surat,Vadodara,341.72,83.35,18.76,0.213,28.7,5,6,7.06,0.094,11.83,292.9,91.25,0,0,275.86,2026-04-28 09:35
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Mumbai Central,Surat,235.83,104.72,42.38,0.103,37.3,10,1,16.13,0.5,1.04,202.14,117.74,0,1,222.75,2026-08-19 13:42
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Vijayawada,Chennai Central,290.65,83.78,16.69,0.259,29.3,22,3,14.63,0.219,6.49,249.13,87.81,0,0,235.71,2026-02-04 01:55
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,197.86,94.1,27.04,0.425,24.1,10,3,13.39,0.242,13.07,169.6,94.7,0,0,157.54,2026-07-26 12:37
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Dadar,Kalyan,421.13,69.48,22.97,0.155,26.2,20,3,10.76,0.495,1.24,360.97,71.78,0,0,439.59,2026-02-17 03:19
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Mumbai CST,Dadar,294.28,36.21,26.45,0.117,28.2,4,0,19.27,0.366,19.09,252.24,23.07,0,0,564.34,2026-08-19 13:24
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,108.15,48.61,11.03,0.064,17.4,6,1,4.97,0.185,2.51,92.7,51.2,0,0,146.86,2026-02-11 08:26
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,314.66,100.56,14.22,0.26,20.8,20,1,20.13,0.165,18.94,269.71,99.27,0,0,210.7,2026-05-17 23:30
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Nagpur,Vijayawada,280.72,107.49,29.2,0.217,21.8,21,2,24.75,0.351,12.31,240.61,113.95,0,0,200.37,2026-06-21 00:20
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Gaya Jn,Patna Jn,125.06,69.4,16.13,0.181,22.6,1,6,1.03,0.027,3.21,107.19,59.6,0,1,150.91,2026-04-11 03:30
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Karjat,Lonavala,221.42,103.7,18.24,0.138,32.7,18,6,6.62,0.087,6.01,189.79,101.88,0,1,175.32,2026-02-18 20:55
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,215.05,82.86,29.22,0.042,19.6,16,2,39.09,0.301,15.55,184.32,81.59,0,0,181.63,2026-07-01 19:01
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,239.4,85.86,25.21,0.3,37.4,18,5,12.09,0.101,14.23,205.2,94.86,0,1,243.46,2026-01-16 22:03
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Surat,Vadodara,136.43,83.52,23.81,0.148,21.1,23,5,15.17,0.465,9.87,116.94,77.8,0,0,124.34,2026-08-01 01:04
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,413.04,83.33,30.19,0.149,23.2,22,2,22.99,0.27,6.33,354.03,103.61,0,1,436.53,2026-08-22 05:16
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Guntakal Jn,Vijayawada,168.86,83.85,19.89,0.146,30.5,5,4,9.52,0.636,12.51,144.74,71.73,0,0,151.05,2026-06-19 07:31
TR00001,12123,Mumbai - Pune Express,Mumbai CST,Pune Jn,Lonavala,Pune Jn,268.37,92.1,15.59,0.122,29.7,21,3,16.51,0.374,6.4,230.03,96.28,0,0,206.17,2026-04-07 00:26
TR00002,11010,Deccan Express,Mumbai CST,Pune Jn,Dadar,Kalyan,186.9,63.82,27.9,0.124,21.0,18,3,36.25,0.058,11.66,160.2,61.67,0,0,198.29,2026-06-23 21:18
TR00003,12010,Shatabdi Express,Mumbai Central,Ahmedabad Jn,Vadodara,Ahmedabad Jn,249.83,61.54,23.29,0.16,31.0,7,0,6.68,0.03,5.55,214.14,65.32,1,0,278.37,2026-08-02 11:38
TR00004,12951,Mumbai Rajdhani,Mumbai Central,New Delhi,Kota Jn,New Delhi,824.88,79.3,11.58,0.005,25.6,6,4,18.57,0.037,0.64,707.04,83.96,0,0,638.24,2026-01-29 16:38
TR00005,12622,Tamil Nadu Express,New Delhi,Chennai Central,Bhopal Jn,Nagpur,70.22,58.81,24.64,0.317,26.7,18,4,20.08,0.218,28.39,60.19,72.02,0,0,92.69,2026-07-06 19:32
TR00006,12295,Sanghamitra Express,Bengaluru,Patna Jn,Bengaluru,Guntakal Jn,294.31,99.43,29.59,0.391,19.7,14,3,12.76,0.606,11.08,252.26,108.44,0,0,237.86,2026-04-22 17:57
